epoch,train_loss,train_bce,train_kld,test_loss,test_bce,test_kld
1,372.4929819915254,367.06309586864404,5.429980779098252,302.839990234375,293.53330078125,9.306671905517579
2,279.7175251588983,270.8536149364407,8.8638916015625,264.4404541015625,256.6030517578125,7.837411499023437
3,257.8224311440678,250.03273967161016,7.789650092690678,256.1122802734375,248.0489501953125,8.063330841064452
4,252.28510659427965,243.9158501059322,8.369223384533898,253.5412109375,244.8276611328125,8.713540649414062
5,249.2344577595339,240.2459282309322,8.988575046345339,249.6857666015625,240.4052734375,9.280482482910156
6,247.3722358315678,238.0044690148305,9.36773164393538,248.43779296875,238.772216796875,9.665552520751953
7,245.7827893273305,236.12111030190678,9.661730750132415,247.0222900390625,237.2733154296875,9.748974609375
8,244.71846861758473,234.82814155190678,9.890383962857522,245.8103271484375,235.80234375,10.007979583740234
9,243.69552767478814,233.5895292637712,10.106033583818856,245.3615478515625,235.05634765625,10.305175018310546
10,242.98710606461864,232.66785288665255,10.319202487751589,244.6666015625,234.2363037109375,10.43032455444336
11,242.26047735699152,231.74139300847457,10.519080210540254,243.6630615234375,232.934228515625,10.728829956054687
12,241.49053230932202,230.7523503707627,10.738157110699152,242.933935546875,231.8822265625,11.05164031982422
13,241.00370762711864,230.08491128177965,10.918764276019598,242.6195068359375,231.5885986328125,11.030919647216797
14,240.43271649894066,229.3427734375,11.089972027277541,242.210888671875,231.248974609375,10.961932373046874
15,240.01233117055085,228.80179091631356,11.210544392213983,241.5902587890625,230.3253173828125,11.264936065673828
16,239.54220736228814,228.17573159427965,11.366476802502648,241.460302734375,229.7633056640625,11.696977996826172
17,239.18642412605934,227.69776218220338,11.488629874536546,241.1798583984375,229.6867919921875,11.493061828613282
18,238.9297702595339,227.3280422404661,11.601721812102754,240.6313232421875,228.846875,11.784427642822266
19,238.53720868644066,226.85176112288136,11.685453770524365,240.286279296875,228.529248046875,11.75701904296875
20,238.17434123411016,226.40914658368644,11.76519258143538,239.8530029296875,227.7465576171875,12.106450653076172
21,237.99432269597457,226.140773967161,11.853575625662076,239.7068359375,227.492822265625,12.214006805419922
22,237.61268538135593,225.67963784427965,11.933095123808263,239.5535888671875,227.379931640625,12.173687744140626
23,237.50069518008473,225.503757282839,11.996952380164196,239.3291259765625,227.1713134765625,12.157820129394532
24,237.34136652542372,225.29705707097457,12.044318764896715,239.3820068359375,227.20732421875,12.174686431884766
25,237.0088718220339,224.90434653072035,12.104531498278602,238.76884765625,226.5482177734375,12.22058563232422
26,236.906398967161,224.72510593220338,12.181328207759535,238.7193359375,226.5957275390625,12.12359161376953
27,236.61549920550848,224.38781117584745,12.227707685050317,238.64619140625,226.3197509765625,12.326425170898437
28,236.54414393538136,224.28656316207628,12.257493875794491,238.377587890625,226.024072265625,12.353496551513672
29,236.24044954978814,223.92113016419492,12.319363868842691,238.169873046875,225.6690673828125,12.500808715820312
30,236.20961334745763,223.84206170550848,12.367574400820974,238.17587890625,225.8878173828125,12.288096618652343
31,236.18468617584745,223.80804753707628,12.376555879237289,237.9548828125,225.467431640625,12.48741455078125
32,235.8848483845339,223.43768207097457,12.44722941770392,237.7682373046875,225.3199951171875,12.44820327758789
33,235.73465638241527,223.2668498411017,12.467777575476696,237.7460693359375,225.1828857421875,12.563179016113281
34,235.72982322563558,223.23480534957628,12.494983737751589,237.9080810546875,225.2399169921875,12.668153381347656
35,235.54470670021186,222.99620961334745,12.548513638771187,237.4022705078125,224.8112060546875,12.591059112548828
36,235.45709745762713,222.86142743644066,12.595667952198093,237.504931640625,225.1179931640625,12.386965942382812
37,235.31880627648306,222.69928495762713,12.619557526152013,237.1456298828125,224.52177734375,12.623834991455078
38,235.23975436970338,222.6042439088983,12.63558390989142,237.30537109375,224.7891845703125,12.516200256347656
39,235.17417571504237,222.5086235434322,12.665591482388772,237.247412109375,224.70283203125,12.544574737548828
40,235.07041181144066,222.38311043432202,12.68733654992055,237.0265625,224.1867431640625,12.839825439453126
41,234.9121921345339,222.17508606991527,12.737067788334215,237.3408935546875,224.461376953125,12.879505920410157
42,234.836765095339,222.08448093220338,12.752284163135593,236.919921875,223.95771484375,12.962211608886719
43,234.74450476694915,221.95638572563558,12.788098351430085,236.9489501953125,223.8559814453125,13.092967224121093
44,234.7454316737288,221.93950278072035,12.80599406614142,237.025634765625,224.096337890625,12.929287719726563
45,234.6253972457627,221.80577992584745,12.819619388903602,236.610302734375,223.944677734375,12.665609741210938
46,234.51405256885593,221.6589314088983,12.855123228945974,236.7892333984375,223.8167724609375,12.972419738769531
47,234.48108117055085,221.5965141684322,12.884507001456567,236.583740234375,223.7670654296875,12.81668701171875
48,234.49217094809322,221.59045617055085,12.901700294623941,236.573974609375,223.4925048828125,13.081503295898438
49,234.30548199152543,221.3853449417373,12.9201463602357,236.36943359375,223.2303955078125,13.139024353027343
50,234.1893703654661,221.25632282838984,12.933016502251059,236.3150390625,223.214404296875,13.100657653808593
51,234.21025887182202,221.25582627118644,12.95440156581038,236.2765869140625,223.240966796875,13.0356201171875
52,234.18716896186442,221.21836930614407,12.968807931673728,236.4890625,223.3670166015625,13.122059631347657
53,234.11919028072035,221.126953125,12.992261983580509,236.18876953125,223.2375,12.951254272460938
54,234.0143339512712,221.00355865995763,13.010741153005826,236.13447265625,223.066064453125,13.068417358398438
55,233.9917902542373,220.9563691737288,13.035437632415254,236.1116455078125,222.9805419921875,13.131120300292968
56,233.9183659957627,220.87938625529662,13.038929050251589,236.2948486328125,223.059912109375,13.234951782226563
57,233.80882547669492,220.72839976165255,13.08044950840837,236.046435546875,222.8763671875,13.1700439453125
58,233.89127052436442,220.80895789194915,13.082346770722987,235.933349609375,222.8021240234375,13.131205749511718
59,233.75218485169492,220.66681011652543,13.085359217756885,235.8347412109375,222.7900390625,13.044711303710937
60,233.63830773305085,220.52299059851694,13.115304720603813,235.9844482421875,222.7116455078125,13.272772216796875
61,233.63585805084745,220.50460143008473,13.13123075840837,236.0420166015625,222.6663330078125,13.375674438476562
62,233.54555084745763,220.38772841631356,13.157823465638241,235.93681640625,222.713671875,13.223129272460938
63,233.53060447563558,220.37155720338984,13.159031754833157,235.9322509765625,222.4971923828125,13.435050964355469
64,233.51486361228814,220.32003111758473,13.19486559851695,235.673046875,222.5641845703125,13.108888244628906
65,233.48943988347457,220.28641419491527,13.20303913698358,235.864990234375,222.6,13.264968872070312
66,233.45047669491527,220.24025092690678,13.210206112619174,235.7529541015625,222.31005859375,13.442884826660157
67,233.39987751588984,220.176608845339,13.223277980998411,235.8248291015625,222.655126953125,13.169699096679688
68,233.38163731461864,220.14904992055085,13.232607049457098,235.8139892578125,222.534619140625,13.2793701171875
69,233.3140393273305,220.07357322563558,13.240436101363876,235.541162109375,221.9367919921875,13.604376220703125
70,233.17303363347457,219.89150225105934,13.28155000331038,235.5334716796875,222.4558837890625,13.077581787109375
71,233.19842425847457,219.92647643008473,13.27199748411017,235.5575927734375,222.122119140625,13.435478210449219
72,233.15045683262713,219.86809785487287,13.282366219213454,235.42275390625,221.943408203125,13.479388427734374
73,233.080905720339,219.76060977224577,13.320227671477754,235.5046142578125,222.060205078125,13.4444091796875
74,233.24622616525423,219.94926840572035,13.296943276615465,235.6048583984375,222.194091796875,13.410775756835937
75,233.11169226694915,219.79790121822035,13.313793117717161,235.2973876953125,221.981787109375,13.315631103515624
76,233.05472060381356,219.72083554025423,13.333916098384535,235.519189453125,222.12578125,13.393424987792969
77,233.05253575211864,219.72106726694915,13.331459174721928,235.61484375,221.85,13.764874267578126
78,232.97970736228814,219.63627184851694,13.343531721729343,235.2903564453125,221.8896728515625,13.40068359375
79,233.00475039724577,219.62432137182202,13.380474543167374,235.5052978515625,221.9327880859375,13.572531127929688
80,232.83328919491527,219.46097060381356,13.372298935712394,235.2730224609375,221.8982666015625,13.374801635742188
81,232.8109606726695,219.42225569385593,13.388671875,235.227978515625,221.512451171875,13.715536499023438
82,232.7410454184322,219.32974708686442,13.411280745166843,235.487060546875,222.005712890625,13.481365966796876
83,232.83648371292372,219.4208984375,13.415597689353813,235.137841796875,221.53232421875,13.605522155761719
84,232.72071967690678,219.30602820444915,13.414703886387711,235.3777587890625,221.6209716796875,13.756797790527344
85,232.7995564088983,219.3665254237288,13.432992708885063,235.2873779296875,221.69501953125,13.592366027832032
86,232.66752184851694,219.24142611228814,13.426082287804554,235.15712890625,221.6255126953125,13.531629943847657
87,232.73740399894066,219.298977092161,13.438436217227224,234.9737548828125,221.431201171875,13.542567443847656
88,232.66970670021186,219.20641882944915,13.463227870100635,235.201171875,221.578857421875,13.622305297851563
89,232.59608381885593,219.11553230932202,13.48053806110964,235.2248046875,221.6865234375,13.538288879394532
90,232.63853945974577,219.1446967690678,13.493837518207098,234.9838623046875,221.576611328125,13.407261657714844
91,232.59605071504237,219.10632944915255,13.489686093087924,235.1803466796875,221.75419921875,13.426141357421875
92,232.5801608845339,219.08580508474577,13.494356834282309,235.0626220703125,221.556103515625,13.50654296875
93,232.48197497351694,218.9738810911017,13.508085606461865,234.9269287109375,221.35966796875,13.567250061035157
