epoch,train_loss,train_bce,train_kld,test_loss,test_bce,test_kld
1,372.38244835805085,365.14036016949154,7.242159051410223,305.724072265625,295.7809326171875,9.943138122558594
2,285.6123874470339,274.08108779131356,11.53129448324947,272.700390625,259.604833984375,13.095588684082031
3,264.85993776483053,252.33489472987287,12.525091656183791,262.4376953125,249.986865234375,12.45082778930664
4,258.5407838983051,246.02337129237287,12.517416743908898,257.8918701171875,245.220654296875,12.671246337890626
5,254.9235798463983,242.25221795550848,12.671334994041313,255.17109375,242.594287109375,12.57678451538086
6,252.14774231991527,239.37211996822035,12.775602696305615,252.504541015625,239.6380126953125,12.866543579101563
7,249.99963585805085,237.0930217161017,12.906623452396715,251.06650390625,238.2083251953125,12.858183288574219
8,248.5069186970339,235.5262016684322,12.980747028932733,249.57158203125,236.710546875,12.8610107421875
9,247.18706965042372,234.1809785487288,13.006105584613348,248.4035400390625,235.434912109375,12.96861572265625
10,246.20365466101694,233.14136983580508,13.062327239472987,247.64189453125,234.6313720703125,13.010531616210937
11,245.2598483845339,232.16513837394066,13.09469035520392,246.4363525390625,233.41279296875,13.02357177734375
12,244.51085805084745,231.3721530720339,13.138659461069915,245.98740234375,232.9391845703125,13.048220825195312
13,243.90424721927965,230.72229210805085,13.181961318193856,245.3443115234375,232.2810546875,13.063241577148437
14,243.20633606991527,229.98765227754237,13.218686895855402,245.18994140625,231.96572265625,13.22421875
15,242.75582627118644,229.5096001059322,13.246206509864937,244.378955078125,231.103466796875,13.275471496582032
16,242.19033037605934,228.8961698887712,13.294122211003709,243.8009521484375,230.4823974609375,13.3185546875
17,241.74611030190678,228.44195246292372,13.30420439122087,243.473291015625,230.1272705078125,13.346046447753906
18,241.337741657839,227.99412407309322,13.343650688559322,243.069580078125,229.643017578125,13.426577758789062
19,240.98669226694915,227.6311738612288,13.355519440214513,242.7403076171875,229.458544921875,13.281787109375
20,240.62910487288136,227.22551972987287,13.403616177833687,242.4751220703125,228.9240966796875,13.551026916503906
21,240.33914856991527,226.9304985434322,13.40862209514036,242.054736328125,228.3971923828125,13.657548522949218
22,240.0835705773305,226.64855336334745,13.43501721398305,241.8001708984375,228.4318359375,13.36832275390625
23,239.72369902012713,226.2704250529661,13.453293622550317,241.4886962890625,227.9009033203125,13.587811279296876
24,239.54368048199152,226.02184851694915,13.521868172338454,241.1826904296875,227.725146484375,13.457568359375
25,239.26347325211864,225.73876125529662,13.524752342094809,241.140380859375,227.7872314453125,13.353150939941406
26,239.04682534427965,225.47889631885593,13.56795695676642,240.81865234375,227.270703125,13.547966003417969
27,238.74437235169492,225.17013704978814,13.574273578191209,240.5393310546875,227.0502685546875,13.489073181152344
28,238.68460341631356,225.04983779131356,13.634788383871822,240.368701171875,226.88779296875,13.480897521972656
29,238.3949450476695,224.74510063559322,13.64984130859375,240.3394775390625,226.84208984375,13.49737091064453
30,238.22873079978814,224.5655952065678,13.663101454912606,240.358154296875,226.583984375,13.774154663085938
31,238.12187168961864,224.40821967690678,13.713696495961335,239.9361083984375,226.16494140625,13.771177673339844
32,237.93228614936442,224.23020391949152,13.702161885924259,239.9436767578125,226.126220703125,13.817465209960938
